input,label
"Generate a suitable ending to the following story that is less than 100 words long.
He had been looking for the lost book for days. He searched everywhere but could not find it.",0
What is the most common shopping cart abandonment reason?,0
Name three processes in the Earth's thermosphere.,0
List three potential online security risks,0
Suggest two ways to redecorate a bedroom.,0
"Generate 5 metaphors for a bedroom.
<No input>",0
"Post a tweet to celebrate a milestone
We hit 10k followers!",0
Create a data validation rule for a customer's age field.,0
"Explain why the given phenomenon happens.
Tides",0
Generate a list of 4 things people can do to reduce global warming.,0
Write a 5-sentence story about a young girl who meets a dragon.,0
Provide an example of effective body language when giving a presentation.,0
"Given the coordinates (12.76, 95.80), name the country where these coordinates belong to.",1
Give an example of a situation where a computer could interact with a person,0
"Level up the following sample dialogue.
A: I'm not sure what to do.
B: Let's just think it through.",0
"Generate an article headline and abstract for a given topic.
The Impact of Social Media on Mental Health",0
"Find the full name of the given person
Rushmore",1
"What is the importance of practicing self-care?
No Input",0
Suggest a way to improve a public transportation system.,0
List three methods to reduce stress,0
Provide three important software engineering principles.,0
Write 100 words on the importance of biodiversity.,0
"Generate a resume summary for the following: Experience in marketing, web development, and design.",0
Generate a list of 10 plants that are easy to take care of,0
Summarize the latest news about the stock market.,1
"Generate a two-sentence synopsis for the following novel.
The Fault in Our Stars by John Green",0
"Suggest a way to improve an existing product
A handheld gaming console",0
"Compose a tweet with a maximum of 280 characters.
#DiversityMatters",0
"Summarize an article of your choice into five sentences.
https://www.webmd.com/diet/features/the-heart-healthy-mediterranean-diet",0
"Find the smallest number that is divisible by 3,5 and 7.",0
Explain what model bias is.,0
"Generate a couple of tweets summarizing a given article
https://www.nytimes.com/2019/08/02/us/federal-reserve-rate-cut-powell.html",0
Generate a nuanced sentence about the importance of knowledge and activism.,0
List two causes of global warming.,0
Create a list of 5 books that teens who are interested in programming should consider reading.,0
"Describe what happens in a given photo.
[Image of fireworks]",1
Suggest a possible solution for reducing water waste.,0
"For the given input, decide if it is an example of descriptive or inferential statistics and explain why
Calculating the median cost of gas",0
Give an example of a non traditional job that could provide financial and personal benefits,0
Generate an example of a difficult decision someone might have to make.,0
Identify three benefits of using organic fertilizer over chemical fertilizer.,0
Write a tweet summarizing the meaning of happiness,0
"Analyze the problem presented in the following statement:
Poor patient outcomes stem from improper medical care",0
Generate a list of descriptive words to describe snowfall.,0
"What is the meaning of “quid pro quo""?",0
"Identify and describe the meaning of a proverb.
A stitch in time saves nine",0
Generate a historical event that happened in the 18th century.,0
Write 50 words about a family trip to the beach.,0
"Explain the following quote: ""The greater the difficulty, the more glory in surmounting it.""",0
Provide a brief explanation of the String Theory.,0
"Write about a topic in the form of a short paragraph.
Space exploration",0
Design a quiz for 10th grade students about hippopotamuses.,1
"Explain why a text be considered biased.
The President's speech was filled with slandering of the other party.",0
Explain why rainbows are curved.,0
What is the benefit of physical exercise?,0
"What type of moon did we have on the night of December 3rd, 2019?",1
"Reread the article and provide two insights about it.
The article discussed the latest trends in customer service and how customer experience is being transformed by technologies like AI.",0
"Write a test question to evaluate a student's understanding of this topic.
Topic: The impact of global warming on the ocean's ecosystem.",0
"Generate an appropriate response to this message:

""I'm feeling stuck with my project and I don't know what to do next""",0
"Suggest a restaurant near (insert address).
145 West 172nd Street, New York, NY 10032",0
"Create a response to the following statement: ""Homework is a burden for students.""",0
"Find the mistakes in the following table
Country | Capital | Population
Russia | Moscow | 145.93 million
France | London | 67.41 million",0
"Analyze the following statement for its rhetorical structure.
""We must take a stand against poverty and take action to improve the lives of those in need.""",0
Give a short description of the effects of global warming.,0
Draft a tweet in support of the Black Lives Matter movement.,0
What is a link building?,0
What will be the weather tomorrow in London?,1
